License_Number,Date,Activity,City_Name,County_Name
415203,2/17/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
413551,2/17/2016 0:00,Marijuana Compliance Check-no Sale,CHEHALIS,LEWIS
414983,4/15/2015 0:00,Marijuana Premises Check,BELLEVUE,KING
414889,2/5/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
413481,10/5/2015 0:00,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
413541,10/3/2015 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
414995,7/16/2015 0:00,Marijuana Compliance Check-no Sale,PULLMAN,WHITMAN
415130,3/21/2016 0:00,Marijuana Premises Check,OLYMPIA,THURSTON
413847,7/20/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,THURSTON
353260,4/4/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
412943,3/25/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
415534,2/15/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413529,1/12/2016 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
413288,12/30/2015 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412263,10/13/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WALLA WALLA
413369,12/9/2016 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
419959,7/13/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
415094,2/11/2015 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
413481,6/29/2015 0:00,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
412612,10/5/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
414450,3/15/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
416107,3/30/2016 0:00,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
412923,3/17/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,PIERCE
421552,3/14/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
416658,11/30/2015 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
421918,6/3/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
423431,12/29/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413107,3/8/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLALLAM
414223,5/17/2016 0:00,Marijuana Applicant Site Verification,PORT ANGELES,CLALLAM
413544,12/17/2016 0:00,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
412428,5/22/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
417643,3/2/2017 0:00,Marijuana Premises Check,OAK HARBOR,ISLAND
415517,8/7/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414550,2/26/2015 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
415083,3/1/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412079,12/24/2015 0:00,Marijuana Premises Check,VANCOUVER,CLARK
412066,10/5/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,STEVENS
421905,9/6/2016 0:00,Marijuana Premises Check,SHELTON,MASON
414876,11/20/2014 0:00,Marijuana Premises Check,VANCOUVER,CLARK
421562,6/8/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
415216,10/28/2015 0:00,Marijuana Premises Check,GRANITE FALLS,SNOHOMISH
416632,4/25/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
414449,2/5/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
416183,1/6/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
410332,10/20/2015 0:00,Marijuana Premises Check,SEATTLE,KING
416282,4/25/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
414256,11/12/2014 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
414256,11/12/2014 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
82587,7/20/2016 0:00,Marijuana Premises Check,MILLWOOD,SPOKANE
420497,3/13/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
420389,4/26/2017 0:00,Marijuana Premises Check,BURIEN,KING
414573,5/5/2016 0:00,Marijuana Compliance Check-Sale,UNINCORPORATED AREAS,KING
414868,7/2/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
412839,3/17/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
415793,10/25/2016 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
421409,8/23/2016 0:00,Marijuana Premises Check,SEATTLE,KING
412919,10/22/2015 0:00,Marijuana Premises Check,VANCOUVER,CLARK
414398,10/26/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414780,4/5/2014 0:00,Marijuana Applicant Site Verification,SEATTLE,KING
414345,8/10/2016 0:00,Marijuana Premises Check,ABERDEEN,GRAYS HARBOR
413558,3/6/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412724,5/8/2015 0:00,Marijuana Premises Check,SEATTLE,KING
415083,6/27/2014 0:00,Marijuana Applicant Site Verification,UNINCORPORATED AREAS,THURSTON
420934,6/8/2016 0:00,Marijuana Applicant Site Verification,WENATCHEE,CHELAN
416175,2/6/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
414995,6/7/2016 0:00,Marijuana Compliance Check-no Sale,PULLMAN,WHITMAN
415998,8/6/2014 0:00,Marijuana Premises Check,BATTLE GROUND,CLARK
413683,9/8/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413570,3/5/2016 0:00,Marijuana Premises Check,SEATTLE,KING
414983,9/4/2015 0:00,Marijuana Compliance Check-no Sale,BELLEVUE,KING
414024,2/24/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
415857,3/29/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITTITAS
416500,4/19/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
421789,5/10/2016 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
416111,11/30/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
422158,11/2/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
412861,5/18/2016 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
415513,5/17/2016 0:00,Marijuana Premises Check,LAKE FOREST PARK,KING
413739,7/16/2015 0:00,Marijuana Premises Check,MILLWOOD,SPOKANE
414539,7/20/2016 0:00,Marijuana Compliance Check-Sale,UNINCORP. AREAS,WHATCOM
416656,6/1/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
414714,5/25/2016 0:00,Marijuana Compliance Check-no Sale,AUBURN,KING
417394,4/27/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
416517,1/21/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
421642,3/30/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
415984,12/8/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
415488,9/27/2016 0:00,Marijuana Compliance Check-Sale,HOQUIAM,GRAYS HARBOR
414060,4/7/2016 0:00,Marijuana Premises Check,MOUNT VERNON,SKAGIT
423390,10/16/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
423431,10/24/2016 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
413650,8/31/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
414065,6/25/2015 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
414065,6/25/2015 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
414740,12/17/2016 0:00,Marijuana Premises Check,OMAK,OKANOGAN
420934,3/29/2017 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
421359,8/6/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
413843,2/9/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
413700,11/2/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413366,1/21/2016 0:00,Marijuana Premises Check,EPHRATA,GRANT
414160,3/3/2016 0:00,Marijuana Premises Check,SEATTLE,KING
414160,3/3/2016 0:00,Marijuana Premises Check,SEATTLE,KING
413258,3/26/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
414755,10/24/2016 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
415971,12/31/2014 0:00,Marijuana Premises Check,VANCOUVER,CLARK
354876,2/22/2017 0:00,Marijuana Premises Check,YAKIMA,YAKIMA
404933,9/9/2015 0:00,Marijuana Premises Check,PORT TOWNSEND,JEFFERSON
413374,2/29/2016 0:00,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
413481,4/20/2015 0:00,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
422526,5/12/2017 0:00,Marijuana Compliance Check-no Sale,LYNNWOOD,SNOHOMISH
414002,3/17/2016 0:00,Marijuana Premises Check,LACEY,THURSTON
417303,8/17/2016 0:00,Marijuana Premises Check,LACEY,THURSTON
414884,11/25/2015 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
413897,9/1/2016 0:00,Marijuana Compliance Check-no Sale,NORTH BONNEVILLE,SKAMANIA
412686,3/21/2016 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
421568,2/10/2017 0:00,Marijuana Compliance Check-no Sale,VANCOUVER,CLARK
414513,11/8/2016 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
412132,6/16/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
421918,7/27/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
414277,12/29/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
413431,1/14/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413372,4/25/2016 0:00,Marijuana Premises Check,SEATTLE,KING
415130,3/16/2015 0:00,Marijuana Premises Check,OLYMPIA,THURSTON
421813,9/14/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
421005,8/18/2016 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
421738,2/13/2017 0:00,Marijuana Premises Check,OMAK,OKANOGAN
413843,12/12/2014 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
415998,10/20/2015 0:00,Marijuana Premises Check,BATTLE GROUND,CLARK
415762,5/26/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
415210,5/12/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
421335,8/18/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413492,9/23/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
415202,2/22/2017 0:00,Marijuana Premises Check,SUNNYSIDE,YAKIMA
412362,10/13/2014 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
414761,11/4/2015 0:00,Marijuana Premises Check,VANCOUVER,CLARK
414430,3/13/2015 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
422049,3/28/2017 0:00,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
414983,1/26/2016 0:00,Marijuana Premises Check,BELLEVUE,KING
415932,5/6/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
417395,10/19/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
415037,10/19/2015 0:00,Marijuana Premises Check,TACOMA,PIERCE
415652,4/20/2017 0:00,Marijuana Premises Check,KIRKLAND,KING
413258,5/16/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
415216,2/9/2016 0:00,Marijuana Premises Check,GRANITE FALLS,SNOHOMISH
421326,5/10/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,CLARK
414473,5/10/2016 0:00,Marijuana Premises Check,KENT,KING
416016,9/13/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
414664,8/9/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SPOKANE
416627,4/1/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
421412,7/11/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
421412,7/11/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
412249,6/5/2014 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
421702,11/4/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
417214,1/5/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
412268,4/26/2016 0:00,Marijuana Premises Check,LATAH,SPOKANE
414959,4/7/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
414871,3/24/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
412861,4/27/2016 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
415641,1/14/2016 0:00,Marijuana Premises Check,WALLA WALLA (CITY),WALLA WALLA
412747,8/29/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
412149,6/20/2014 0:00,Marijuana Premises Check,RAYMOND,PACIFIC
415853,12/29/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
412217,3/3/2015 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
412616,5/18/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413711,2/4/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,FERRY
423413,3/6/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
413819,6/30/2014 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
412098,6/7/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
412598,3/9/2016 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
424057,12/28/2016 0:00,Marijuana Premises Check,SEATTLE,KING
421103,5/19/2016 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
424057,1/31/2017 0:00,Marijuana Premises Check,SEATTLE,KING
415210,5/12/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
87932,1/28/2016 0:00,Marijuana Applicant Site Verification,PUYALLUP,PIERCE
414450,6/3/2016 0:00,Marijuana Premises Check,SEATTLE,KING
414356,5/23/2017 0:00,Marijuana Premises Check,CLARKSTON,ASOTIN
413529,1/17/2017 0:00,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
421650,4/20/2017 0:00,Marijuana Premises Check,EDMONDS,SNOHOMISH
422442,7/12/2016 0:00,Marijuana Compliance Check-no Sale,SPOKANE (CITY),SPOKANE
414980,9/21/2015 0:00,Marijuana Premises Check,SEATTLE,KING
413737,2/24/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414243,8/9/2016 0:00,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
414680,1/4/2015 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
410332,9/9/2015 0:00,Marijuana Premises Check,SEATTLE,KING
421630,7/28/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
421630,7/28/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414089,2/3/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
413596,8/21/2014 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
422655,11/22/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ADAMS
423203,9/28/2016 0:00,Marijuana Premises Check,RITZVILLE,ADAMS
413626,9/9/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
415575,5/12/2017 0:00,Marijuana Compliance Check-no Sale,LAKE STEVENS,SNOHOMISH
422057,3/30/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
415877,6/7/2016 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
414211,3/23/2016 0:00,Marijuana Premises Check,CLARKSTON,ASOTIN
413126,9/16/2014 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
417880,5/3/2017 0:00,Marijuana Compliance Check-no Sale,PORT ORCHARD,KITSAP
421335,1/24/2017 0:00,Marijuana Compliance Check-Sale,UNINCORPORATED AREAS,THURSTON
415652,11/20/2015 0:00,Marijuana Compliance Check-Sale,KIRKLAND,KING
415652,11/20/2015 0:00,Marijuana Compliance Check-Sale,KIRKLAND,KING
412119,4/16/2014 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
412104,12/2/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
414491,9/30/2016 0:00,Marijuana Premises Check,COVINGTON,KING
412587,12/22/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
414871,12/22/2015 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
413980,9/2/2016 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
414181,9/2/2016 0:00,Marijuana Compliance Check-no Sale,SEQUIM,CLALLAM
413372,9/18/2014 0:00,Marijuana Premises Check,SEATTLE,KING
422010,5/18/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
410332,5/16/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413886,2/10/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
414787,2/9/2016 0:00,Marijuana Premises Check,SEATTLE,KING
413901,7/21/2014 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
413097,8/19/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
419740,4/3/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413407,5/2/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
422057,5/11/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
416737,3/9/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
412589,1/20/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
414532,12/22/2016 0:00,Marijuana Premises Check,SEATTLE,KING
422350,2/9/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415094,5/27/2015 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
413481,3/23/2016 0:00,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
414250,8/21/2014 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
414140,8/23/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413090,5/9/2016 0:00,Marijuana Premises Check,SULTAN,SNOHOMISH
414733,4/3/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
415847,2/14/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413700,6/21/2014 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413843,1/18/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
412494,3/14/2016 0:00,Marijuana Compliance Check-no Sale,AUBURN,KING
415786,9/27/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
412357,3/7/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITTITAS
413803,2/12/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
415449,6/19/2015 0:00,Marijuana Premises Check,LACEY,THURSTON
421737,12/13/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
413922,7/19/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
413414,3/31/2017 0:00,Marijuana Premises Check,BINGEN,KLICKITAT
414963,9/26/2016 0:00,Marijuana Premises Check,LACEY,THURSTON
420819,5/24/2016 0:00,Marijuana Premises Check,SEATTLE,KING
421490,1/18/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
414243,7/8/2015 0:00,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
422350,5/9/2016 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
420801,5/25/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SKAGIT
413550,5/12/2015 0:00,Marijuana Premises Check,VANCOUVER,CLARK
420633,12/6/2016 0:00,Marijuana Premises Check,RENTON,KING
415406,4/1/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
417147,10/19/2015 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
416330,7/26/2016 0:00,Marijuana Premises Check,MOXEE,YAKIMA
415253,2/2/2016 0:00,Marijuana Compliance Check-no Sale,BELLEVUE,KING
402039,11/25/2015 0:00,Marijuana Premises Check,SEATTLE,KING
415997,2/13/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
422278,10/9/2016 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
421877,5/10/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
413718,12/19/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
413712,1/27/2015 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
415064,1/5/2017 0:00,Marijuana Premises Check,BLAINE,WHATCOM
413314,12/28/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
414569,5/22/2015 0:00,Marijuana Compliance Check-Sale,SHORELINE,KING
414569,5/22/2015 0:00,Marijuana Compliance Check-Sale,SHORELINE,KING
414823,8/10/2016 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
413803,8/22/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
417114,1/10/2017 0:00,Marijuana Premises Check,PULLMAN,WHITMAN
415822,6/25/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
413737,4/23/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
422658,5/11/2017 0:00,Marijuana Premises Check,RITZVILLE,ADAMS
414787,10/19/2016 0:00,Marijuana Premises Check,SEATTLE,KING
412921,10/4/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,CLALLAM
414573,5/5/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
416795,5/8/2015 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
413798,6/9/2015 0:00,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
415523,1/12/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,GRAYS HARBOR
417335,4/28/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414250,5/4/2017 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
421359,11/21/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
415507,8/24/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413702,2/28/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
420661,3/3/2016 0:00,Marijuana Applicant Site Verification,BREMERTON,KITSAP
413802,8/11/2015 0:00,Marijuana Premises Check,TUMWATER,THURSTON
413558,5/29/2015 0:00,Marijuana Premises Check,SEATTLE,KING
415508,4/7/2014 0:00,Marijuana Applicant Site Verification,KENMORE,KING
416690,5/26/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
414714,4/8/2016 0:00,Marijuana Premises Check,AUBURN,KING
415115,6/27/2015 0:00,Marijuana Compliance Check-Sale,KENMORE,KING
415115,6/27/2015 0:00,Marijuana Compliance Check-Sale,KENMORE,KING
421432,11/9/2016 0:00,Marijuana Premises Check,MONROE,SNOHOMISH
415222,5/15/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414089,8/16/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
414140,1/26/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
412237,9/9/2014 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413732,6/15/2015 0:00,Marijuana Premises Check,VANCOUVER,CLARK
420520,3/31/2017 0:00,Marijuana Premises Check,BONNEY LAKE,PIERCE
414868,5/5/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,KING
417264,4/11/2014 0:00,Marijuana Applicant Site Verification,SEATAC,KING
415410,9/29/2016 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
416935,3/3/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414889,5/21/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
415921,12/27/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413806,8/25/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
417214,6/8/2015 0:00,Marijuana Premises Check,TACOMA,PIERCE
422350,3/7/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412249,9/3/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
422218,4/7/2016 0:00,Marijuana Compliance Check-no Sale,KIRKLAND,KING
414962,2/10/2016 0:00,Marijuana Premises Check,PUYALLUP,PIERCE
414733,8/24/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
415243,5/14/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
423492,8/8/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,PIERCE
414417,9/29/2016 0:00,Marijuana Compliance Check-no Sale,BELLEVUE,KING
79013,4/10/2017 0:00,Marijuana Premises Check,SEATTLE,KING
415238,9/16/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
412069,9/16/2015 0:00,Marijuana Premises Check,SEATTLE,KING
414755,1/16/2015 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
415513,9/21/2015 0:00,Marijuana Premises Check,LAKE FOREST PARK,KING
413130,5/25/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
420638,4/19/2016 0:00,Marijuana Premises Check,AUBURN,KING
412923,3/21/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
412213,1/24/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
415554,1/26/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,LEWIS
420934,4/5/2017 0:00,Marijuana Premises Check,WENATCHEE,CHELAN
422507,6/24/2016 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
414181,3/7/2017 0:00,Marijuana Premises Check,SEQUIM,CLALLAM
412335,12/13/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLARK
414042,1/25/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414065,9/16/2016 0:00,Marijuana Compliance Check-no Sale,WENATCHEE,CHELAN
414761,11/18/2016 0:00,Marijuana Compliance Check-no Sale,VANCOUVER,CLARK
421826,3/8/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
413600,3/18/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414868,5/5/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,KING
415410,2/22/2017 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
414871,5/12/2016 0:00,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
415575,3/4/2015 0:00,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
