Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12,Quan_1,Quan_2,Quan_3,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_7,Cat_10,Cat_13,Cat_15,Cat_16,Cat_84,Cat_110,Cat_116,Cat_121,Cat_122,Cat_136,Cat_147,Cat_148,Cat_157,Cat_162,Cat_164,Cat_168,Cat_171,Cat_173,Cat_174,Cat_178,Cat_183,Cat_184,Cat_193,Cat_198,Cat_203,Cat_204,Cat_205,Cat_209,Cat_214,Cat_215,Cat_222,Cat_223,Cat_233,Cat_240,Cat_242,Cat_247,Cat_291,Cat_292,Cat_297,Cat_302,Cat_309,Cat_318,Cat_323,Cat_338,Cat_349,Cat_359,Cat_367,Cat_371,Cat_380,Cat_389,Cat_392,Cat_400,Cat_403,Cat_417,Cat_420,Cat_430,Cat_440,Cat_467,Cat_468,Cat_469,Cat_470,Cat_471,Cat_472,Cat_481,Cat_482,Cat_483,Cat_484,Cat_491,Cat_492,Cat_493,Cat_510,Cat_511,Cat_512,Cat_513
15000,10000,18000,2000,2000,2000,2000,2000,2000,2000,500,2000,1463400,8600,129,42,79,278,4,20,5,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6000,3000,2000,2000,2000,2000,500,2000,2000,2000,2000,3000,1130900,5500,68,16,268,443,4,10,0,0,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,320800,6300,10,53,107,174,5,17,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,500,500,500,500,2000,2000,2000,500,500,500,235200,7700,27,3,4,213,3,5,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302000,181000,42000,40000,27000,13000,11000,15000,13000,10000,10000,6000,1578000,9300,114,5,7,11,2,2,0,4,1,1,0,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0
39000,6000,3000,2000,3000,10000,2000,2000,2000,500,500,500,820700,8000,30,17,30,51,3,22,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,3000,2000,2000,2000,2000,2000,500,2000,3000,2000,2000,1588000,7200,101,15,217,355,2,2,0,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,3000,2000,500,2000,500,500,500,500,500,2000,2000,613700,6700,62,72,208,340,2,2,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29000,19000,5000,2000,2000,2000,2000,2000,2000,500,2000,2000,2539500,8800,125,16,33,384,2,2,0,4,1,1,0,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3000,2000,2000,5000,2000,2000,2000,2000,500,500,500,500,301200,8600,34,17,32,52,3,6,0,0,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,2000,2000,500,500,500,500,500,500,500,981000,6300,12,12,27,453,4,11,0,4,1,4,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
15000,3000,2000,2000,3000,2000,2000,500,500,500,500,2000,3000900,6100,98,6,114,632,4,11,5,1,1,12,2,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2000,8000,5000,3000,2000,2000,2000,2000,2000,2000,500,500,31600,8000,43,17,33,44,3,24,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,15000,3000,3000,2000,2000,500,500,500,500,2000,2000,1263700,7200,55,7,178,281,11,51,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,8000,2000,2000,2000,2000,500,500,500,500,500,500,1999100,7900,44,28,114,265,4,11,9,0,1,2,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,500,500,500,2000,500,500,500,500,500,500,3570700,5700,12,5,395,19,3,3,0,0,1,3,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,15000,21000,6000,5000,3000,2000,2000,2000,500,500,2000,456200,8200,107,5,11,14,4,10,2,0,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,1,0
2000,500,500,500,500,500,500,500,500,500,500,500,3570700,6400,10,5,394,680,8,18,7,0,1,4,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000,8000,6000,3000,3000,2000,2000,2000,3000,2000,2000,2000,242300,7600,87,16,35,46,2,2,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
127000,126000,13000,8000,11000,8000,3000,3000,8000,5000,2000,2000,2789600,8900,142,28,114,206,4,27,7,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0
5000,3000,2000,5000,2000,2000,2000,500,500,500,500,500,421100,6900,22,4,127,202,7,19,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,2000,500,2000,500,500,2000,500,500,500,500,500,784400,6900,68,47,232,378,4,11,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,3000,2000,8000,3000,3000,2000,2000,2000,2000,500,500,421100,7900,67,17,32,52,3,6,0,0,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,2000,500,2000,500,500,500,500,500,500,1804500,7000,45,3,4,7,3,6,0,1,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,2000,2000,2000,500,500,500,500,500,500,500,500,3122700,6700,56,85,488,901,4,11,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,500,500,500,500,500,500,500,500,500,500,2789600,5600,6,5,9,890,2,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6000,2000,2000,500,500,500,500,500,500,500,500,1999100,4300,11,5,6,551,2,2,3,0,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34000,19000,23000,3000,3000,2000,3000,2000,3000,2000,2000,2000,3570700,6100,81,29,247,399,4,10,0,1,1,2,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5000,2000,2000,2000,500,500,500,500,500,500,500,500,655100,7200,33,27,50,199,3,26,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000,2000,500,500,500,500,500,500,500,500,500,820700,5700,31,45,21,434,3,56,0,0,1,9,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,1864300,3100,5,5,127,425,5,13,0,0,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,2000,500,500,500,500,500,500,500,500,918600,8000,47,9,144,228,1,41,0,0,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6000,2000,2000,2000,500,500,500,500,500,500,500,538300,5400,23,4,9,12,2,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,2000,2000,2000,3000,6000,2000,2000,500,500,500,500,950000,7300,40,3,4,204,3,22,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5000,5000,3000,2000,500,500,500,500,500,500,500,3792300,6900,30,17,32,1009,11,80,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56000,16000,8000,6000,6000,5000,2000,2000,2000,3000,500,500,1950700,8900,53,42,77,127,3,5,0,0,2,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,8000,11000,3000,2000,2000,2000,500,2000,500,500,500,1139100,7700,49,28,114,265,4,11,9,1,1,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2000,5000,2000,2000,2000,2000,500,500,500,500,500,500,194600,6000,65,26,48,66,4,10,0,0,1,2,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,3000,3000,2000,500,2000,3000,2000,2000,2000,500,500,3311300,7900,76,17,30,44,3,24,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,2000,2000,2000,500,500,500,500,500,500,500,500,2231400,3600,33,53,273,441,4,11,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,500,500,500,500,2000,3000,2000,500,500,500,500,3311300,5600,46,109,368,625,3,22,0,1,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
48000,35000,8000,8000,15000,3000,6000,11000,3000,3000,5000,8000,1332300,9100,131,19,336,565,4,10,7,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2
2000,2000,500,500,500,500,500,500,500,500,500,500,3792300,3600,8,53,129,1131,4,20,0,1,1,4,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10000,6000,2000,2000,2000,2000,2000,2000,2000,5000,2000,2000,2671700,7600,52,29,38,79,4,11,22,0,1,4,0,0,2,0,1,1,2,0,0,2,0,2,1,0,0,0,2,0,2,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000,500,500,500,500,500,500,500,500,500,500,3382800,8500,47,82,259,671,8,18,0,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3000,3000,2000,2000,2000,2000,2000,3000,2000,500,500,500,52200,6200,68,17,32,48,3,26,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,3000,5000,2000,2000,500,2000,500,500,500,500,500,1864300,6800,98,5,8,18,4,11,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,2000,500,2000,2000,2000,500,500,500,500,500,500,379300,7000,89,28,97,182,1,41,0,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,4238700,5000,90,16,73,279,10,37,0,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,500,500,500,500,500,500,500,500,500,1080000,3500,4,4,194,10,3,8,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
39000,10000,2000,2000,2000,3000,2000,2000,2000,2000,3000,2000,1900100,7400,112,16,33,643,4,10,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,0,1,0,0,0
3000,2000,500,500,2000,2000,500,500,500,500,500,500,1298400,7800,28,3,362,213,3,5,0,0,1,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92000,39000,11000,13000,48000,15000,6000,3000,2000,2000,2000,500,379300,8000,86,17,30,39,3,22,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,3000,2000,2000,500,500,500,2000,500,500,2000,2000,3054600,8900,136,45,290,478,4,10,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
73000,68000,10000,8000,11000,6000,3000,3000,8000,5000,2000,2000,1578000,8900,118,28,114,206,4,27,7,4,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0
11000,2000,2000,2000,500,500,2000,500,2000,2000,500,500,1278800,8500,94,53,109,582,4,11,0,4,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
24000,6000,3000,2000,2000,5000,2000,2000,2000,2000,2000,2000,1717000,8400,81,2,269,433,9,39,14,1,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8000,8000,2000,500,2000,500,500,500,500,500,2000,500,2613200,8300,94,16,564,1054,2,2,0,4,1,1,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,1252200,6400,5,53,176,660,4,11,0,0,1,4,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,500,500,500,500,500,500,500,500,2215700,6200,5,5,395,19,3,3,0,0,1,3,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,2000,2000,500,2000,500,500,500,500,500,500,887900,7100,62,27,251,404,4,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,500,500,500,500,500,2000,500,2000,500,500,500,1684000,5600,64,3,230,375,8,21,0,0,1,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,2175300,5900,17,16,578,1081,2,14,0,0,1,4,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,8000,16000,3000,5000,3000,2000,2000,2000,2000,500,500,2657500,8000,61,17,32,49,3,4,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000,5000,2000,500,2000,2000,3000,2000,500,500,500,2000,3054600,8300,135,53,334,562,4,10,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0
79000,21000,15000,5000,5000,2000,2000,2000,2000,2000,3000,3000,2215700,7400,92,16,34,260,2,2,0,0,1,7,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,2000,500,500,500,500,500,500,500,500,396300,4900,21,5,9,287,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
