make,model,model_year,model_age,drive,barrels08,city_mpg,hwy_mpg,combined_mpg,co2TailpipeGpm,cylinders,engine_displ,drive_type,fuelCost08,fuelType1
Buick,Regal,2013,5,Front-Wheel Drive,14.982272727,19,27,22,407,4,2,Front-Wheel Drive,1750,Regular Gasoline
Buick,LaCrosse AWD,2013,5,All-Wheel Drive,16.4805,17,25,20,453,6,3.6,All-Wheel Drive,1950,Regular Gasoline
Buick,Regal,2013,5,Front-Wheel Drive,14.330869565,19,30,23,381,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Buick,Regal,2013,5,Front-Wheel Drive,14.330869565,19,30,23,381,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Chevrolet,Sonic 5,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.8,Front-Wheel Drive,1350,Regular Gasoline
Chevrolet,Sonic 5,2013,5,Front-Wheel Drive,11.771785714,24,34,28,317,4,1.8,Front-Wheel Drive,1400,Regular Gasoline
Lexus,ES 350,2013,5,Front-Wheel Drive,13.73375,21,30,24,365,6,3.5,Front-Wheel Drive,1600,Regular Gasoline
Lexus,ES 300h,2013,5,Front-Wheel Drive,8.24025,40,39,40,224,4,2.5,Front-Wheel Drive,1000,Regular Gasoline
Mercedes-B,E350 4matic,2013,5,4-Wheel Drive,14.982272727,19,28,22,400,6,3.5,4-Wheel Drive,2100,Premium Gasoline
Mercedes-B,E350,2013,5,Rear-Wheel Drive,14.330869565,19,29,23,391,6,3.5,Rear-Wheel Drive,2050,Premium Gasoline
Mercedes-B,E550 4matic,2013,5,4-Wheel Drive,16.4805,16,26,20,454,8,4.7,4-Wheel Drive,2350,Premium Gasoline
Mercedes-B,E63 AMG,2013,5,Rear-Wheel Drive,17.347894737,16,24,19,475,8,5.5,Rear-Wheel Drive,2450,Premium Gasoline
Volkswagen,Jetta,2013,5,Front-Wheel Drive,11.94328125,29,37,32,318,4,2,Front-Wheel Drive,1400,Diesel
Volkswagen,Jetta,2013,5,Front-Wheel Drive,11.94328125,29,39,32,315,4,2,Front-Wheel Drive,1400,Diesel
Volkswagen,Passat,2013,5,Front-Wheel Drive,12.677307692,22,32,26,339,5,2.5,Front-Wheel Drive,1500,Regular Gasoline
Volkswagen,Passat,2013,5,Front-Wheel Drive,13.1844,22,31,25,351,5,2.5,Front-Wheel Drive,1550,Regular Gasoline
Volkswagen,Jetta,2013,5,Front-Wheel Drive,13.1844,23,29,25,344,4,2,Front-Wheel Drive,1550,Regular Gasoline
Volkswagen,Jetta,2013,5,Front-Wheel Drive,11.771785714,24,34,28,316,4,2,Front-Wheel Drive,1400,Regular Gasoline
Volvo,S80 FWD,2013,5,Front-Wheel Drive,14.982272727,19,28,22,390,6,3.2,Front-Wheel Drive,1750,Regular Gasoline
Chevrolet,Impala,2013,5,Front-Wheel Drive,14.982272727,18,28,22,414,6,3.6,Front-Wheel Drive,1750,Regular Gasoline
Chevrolet,Impala,2013,5,Front-Wheel Drive,14.982272727,18,29,22,410,6,3.6,Front-Wheel Drive,1750,Regular Gasoline
Mercedes-B,S550,2013,5,Rear-Wheel Drive,17.347894737,15,25,19,479,8,4.7,Rear-Wheel Drive,2450,Premium Gasoline
Mercedes-B,S63 AMG,2013,5,Rear-Wheel Drive,18.311666667,15,23,18,500,8,5.5,Rear-Wheel Drive,2600,Premium Gasoline
Mercedes-B,S550 4matic,2013,5,4-Wheel Drive,18.311666667,15,24,18,500,8,4.7,4-Wheel Drive,2600,Premium Gasoline
Porsche,Panamera Turbo,2013,5,All-Wheel Drive,18.311666667,15,23,18,499,8,4.8,All-Wheel Drive,2600,Premium Gasoline
Porsche,Panamera Turbo S,2013,5,All-Wheel Drive,18.311666667,15,23,18,499,8,4.8,All-Wheel Drive,2600,Premium Gasoline
Audi,A3 quattro,2013,5,All-Wheel Drive,13.73375,21,28,24,385,4,2,All-Wheel Drive,1950,Premium Gasoline
Audi,A3,2013,5,Front-Wheel Drive,11.94328125,29,37,32,318,4,2,Front-Wheel Drive,1400,Diesel
Volkswagen,Jetta SportWagen,2013,5,Front-Wheel Drive,11.94328125,29,37,32,318,4,2,Front-Wheel Drive,1400,Diesel
Volkswagen,Jetta SportWagen,2013,5,Front-Wheel Drive,11.94328125,29,39,32,315,4,2,Front-Wheel Drive,1400,Diesel
Mercedes-B,E63 AMG (wagon),2013,5,Rear-Wheel Drive,18.311666667,15,23,18,488,8,5.5,Rear-Wheel Drive,2600,Premium Gasoline
Porsche,Cayenne,2013,5,All-Wheel Drive,17.347894737,17,23,19,462,6,3.6,All-Wheel Drive,2450,Premium Gasoline
Porsche,Cayenne,2013,5,All-Wheel Drive,19.388823529,15,22,17,513,6,3.6,All-Wheel Drive,2750,Premium Gasoline
Volkswagen,Touareg Hybrid,2013,5,All-Wheel Drive,15.695714286,20,24,21,414,6,3,All-Wheel Drive,2200,Premium Gasoline
Volkswagen,Touareg,2013,5,All-Wheel Drive,17.347894737,17,23,19,462,6,3.6,All-Wheel Drive,2450,Premium Gasoline
Chevrolet,Equinox FWD,2013,5,Front-Wheel Drive,16.4805,17,24,20,454,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Chevrolet,Equinox FWD,2013,5,Front-Wheel Drive,12.677307692,22,31,26,347,4,2.4,Front-Wheel Drive,1500,Regular Gasoline
Chevrolet,Equinox FWD,2013,5,Front-Wheel Drive,16.4805,17,24,20,457,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Chevrolet,Equinox FWD,2013,5,Front-Wheel Drive,12.677307692,22,31,26,347,4,2.4,Front-Wheel Drive,1500,Regular Gasoline
Chevrolet,Captiva FWD,2013,5,Front-Wheel Drive,14.330869565,20,28,23,389,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Chevrolet,Captiva FWD,2013,5,Front-Wheel Drive,17.347894737,17,24,19,463,6,3,Front-Wheel Drive,2050,Regular Gasoline
GMC,Terrain FWD,2013,5,Front-Wheel Drive,12.677307692,22,31,26,347,4,2.4,Front-Wheel Drive,1500,Regular Gasoline
GMC,Terrain FWD,2013,5,Front-Wheel Drive,16.4805,17,24,20,457,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
GMC,Terrain FWD,2013,5,Front-Wheel Drive,12.677307692,22,31,26,347,4,2.4,Front-Wheel Drive,1500,Regular Gasoline
Chevrolet,Captiva AWD,2013,5,All-Wheel Drive,18.311666667,16,22,18,487,6,3,All-Wheel Drive,2150,Regular Gasoline
Subaru,Tribeca AWD,2013,5,All-Wheel Drive,18.311666667,16,21,18,490,6,3.6,All-Wheel Drive,2150,Regular Gasoline
Volvo,XC70 AWD,2013,5,All-Wheel Drive,16.4805,18,24,20,427,6,3.2,All-Wheel Drive,1950,Regular Gasoline
Volvo,XC60 AWD,2013,5,All-Wheel Drive,16.4805,18,24,20,438,6,3.2,All-Wheel Drive,1950,Regular Gasoline
Dodge,Durango 2WD,2013,5,Rear-Wheel Drive,20.600625,14,20,16,558,8,5.7,Rear-Wheel Drive,2700,Midgrade Gasolin
Dodge,Durango 2WD,2013,5,Rear-Wheel Drive,17.347894737,16,23,19,473,6,3.6,Rear-Wheel Drive,2050,Regular Gasoline
Jeep,Grand Cherokee 2WD,2013,5,Rear-Wheel Drive,20.600625,14,20,16,558,8,5.7,Rear-Wheel Drive,2700,Midgrade Gasolin
Dodge,Durango 4WD,2013,5,4-Wheel Drive,17.347894737,16,23,19,479,6,3.6,4-Wheel Drive,2050,Regular Gasoline
Dodge,Durango 4WD,2013,5,4-Wheel Drive,21.974,13,20,15,581,8,5.7,4-Wheel Drive,2900,Midgrade Gasolin
Jeep,Grand Cherokee 4WD,2013,5,4-Wheel Drive,21.974,13,20,15,589,8,5.7,4-Wheel Drive,2900,Midgrade Gasolin
Jeep,Grand Cherokee SRT8,2013,5,4-Wheel Drive,23.543571429,12,18,14,616,8,6.4,4-Wheel Drive,3350,Premium Gasoline
Land Rover,Range Rover Sport,2013,5,4-Wheel Drive,21.974,13,18,15,609,8,5,4-Wheel Drive,3100,Premium Gasoline
Lexus,GX 460,2013,5,4-Wheel Drive,19.388823529,15,20,17,514,8,4.6,4-Wheel Drive,2750,Premium Gasoline
Mercedes-B,ML350 4matic,2013,5,4-Wheel Drive,16.4805,18,23,20,451,6,3.5,4-Wheel Drive,2350,Premium Gasoline
Mercedes-B,SLK250,2013,5,Rear-Wheel Drive,12.677307692,23,32,26,342,4,1.8,Rear-Wheel Drive,1800,Premium Gasoline
Mercedes-B,SLK350,2013,5,Rear-Wheel Drive,13.73375,21,28,24,371,6,3.5,Rear-Wheel Drive,1950,Premium Gasoline
Mercedes-B,SLS AMG Coupe,2013,5,Rear-Wheel Drive,21.974,13,19,15,589,8,6.2,Rear-Wheel Drive,3100,Premium Gasoline
Mercedes-B,SLS AMG Roadster,2013,5,Rear-Wheel Drive,21.974,13,19,15,589,8,6.2,Rear-Wheel Drive,3100,Premium Gasoline
Maserati,GranTurismo,2013,5,Rear-Wheel Drive,20.600625,13,21,16,572,8,4.7,Rear-Wheel Drive,2900,Premium Gasoline
Maserati,GranTurismo Convert,2013,5,Rear-Wheel Drive,21.974,13,20,15,572,8,4.7,Rear-Wheel Drive,3100,Premium Gasoline
Mercedes-B,C250 Coupe,2013,5,Rear-Wheel Drive,13.1844,21,31,25,356,4,1.8,Rear-Wheel Drive,1850,Premium Gasoline
Mercedes-B,C63 AMG Coupe,2013,5,Rear-Wheel Drive,21.974,13,19,15,576,8,6.2,Rear-Wheel Drive,3100,Premium Gasoline
Mercedes-B,C63 AMG Black Serie,2013,5,Rear-Wheel Drive,20.600625,13,19,16,574,8,6.2,Rear-Wheel Drive,2900,Premium Gasoline
Mercedes-B,C350 4matic Coupe,2013,5,4-Wheel Drive,14.982272727,19,27,22,400,6,3.5,4-Wheel Drive,2100,Premium Gasoline
Mercedes-B,C350 Coupe,2013,5,Rear-Wheel Drive,14.330869565,20,28,23,384,6,3.5,Rear-Wheel Drive,2050,Premium Gasoline
Mercedes-B,E350 Coupe,2013,5,Rear-Wheel Drive,14.330869565,20,28,23,392,6,3.5,Rear-Wheel Drive,2050,Premium Gasoline
Mercedes-B,E350 4matic Coupe,2013,5,4-Wheel Drive,14.982272727,19,27,22,406,6,3.5,4-Wheel Drive,2100,Premium Gasoline
Mercedes-B,E350 Convertible,2013,5,Rear-Wheel Drive,14.982272727,19,28,22,400,6,3.5,Rear-Wheel Drive,2100,Premium Gasoline
Volkswagen,Beetle Convertible,2013,5,Front-Wheel Drive,13.73375,21,30,24,371,4,2,Front-Wheel Drive,1950,Premium Gasoline
Mazda,2,2013,5,Front-Wheel Drive,10.632580645,29,34,31,286,4,1.5,Front-Wheel Drive,1250,Regular Gasoline
Mercedes-B,C300 4matic,2013,5,4-Wheel Drive,14.982272727,19,28,22,398,6,3.5,4-Wheel Drive,2100,Premium Gasoline
Mercedes-B,C350,2013,5,Rear-Wheel Drive,14.330869565,20,28,23,384,6,3.5,Rear-Wheel Drive,2050,Premium Gasoline
Mercedes-B,C250,2013,5,Rear-Wheel Drive,13.1844,22,31,25,356,4,1.8,Rear-Wheel Drive,1850,Premium Gasoline
Mercedes-B,C350,2013,5,Rear-Wheel Drive,14.330869565,20,28,23,384,6,3.5,Rear-Wheel Drive,2050,Premium Gasoline
Mercedes-B,C63 AMG,2013,5,Rear-Wheel Drive,21.974,13,19,15,576,8,6.2,Rear-Wheel Drive,3100,Premium Gasoline
Mercedes-B,CL600,2013,5,Rear-Wheel Drive,23.543571429,12,18,14,634,12,5.5,Rear-Wheel Drive,3350,Premium Gasoline
Rolls-Royc,Phantom Drophead Co,2013,5,Rear-Wheel Drive,23.543571429,11,19,14,637,12,6.7,Rear-Wheel Drive,3350,Premium Gasoline
Rolls-Royc,Phantom Coupe,2013,5,Rear-Wheel Drive,23.543571429,11,19,14,637,12,6.7,Rear-Wheel Drive,3350,Premium Gasoline
Volkswagen,Beetle,2013,5,Front-Wheel Drive,13.73375,21,30,24,371,4,2,Front-Wheel Drive,1950,Premium Gasoline
Volkswagen,Beetle,2013,5,Front-Wheel Drive,11.94328125,28,40,32,321,4,2,Front-Wheel Drive,1400,Diesel
Mercedes-B,E350,2013,5,Rear-Wheel Drive,14.330869565,20,29,23,385,6,3.5,Rear-Wheel Drive,2050,Premium Gasoline
Mercedes-B,E350 4matic,2013,5,4-Wheel Drive,14.982272727,19,28,22,400,6,3.5,4-Wheel Drive,2100,Premium Gasoline
Ford,Taurus FWD,2013,5,Front-Wheel Drive,13.1844,22,31,25,350,4,2,Front-Wheel Drive,1550,Regular Gasoline
Hyundai,Genesis,2013,5,Rear-Wheel Drive,14.982272727,18,28,22,417,6,3.8,Rear-Wheel Drive,1750,Regular Gasoline
Hyundai,Genesis R-Spec,2013,5,Rear-Wheel Drive,17.347894737,16,25,19,495,8,5,Rear-Wheel Drive,2450,Premium Gasoline
Maserati,Quattroporte,2013,5,Rear-Wheel Drive,23.543571429,12,19,14,624,8,4.7,Rear-Wheel Drive,3350,Premium Gasoline
Mercedes-B,S400 Hybrid,2013,5,Rear-Wheel Drive,15.695714286,19,25,21,415,6,3.5,Rear-Wheel Drive,2200,Premium Gasoline
Mercedes-B,S600,2013,5,Rear-Wheel Drive,23.543571429,12,19,14,621,12,5.5,Rear-Wheel Drive,3350,Premium Gasoline
Mercedes-B,S65 AMG,2013,5,Rear-Wheel Drive,21.974,12,19,15,610,12,6,Rear-Wheel Drive,3100,Premium Gasoline
Porsche,Panamera S Hybrid,2013,5,Rear-Wheel Drive,13.1844,22,30,25,364,6,3,Rear-Wheel Drive,1850,Premium Gasoline
Rolls-Royc,Phantom,2013,5,Rear-Wheel Drive,23.543571429,11,19,14,637,12,6.7,Rear-Wheel Drive,3350,Premium Gasoline
Rolls-Royc,Phantom EWB,2013,5,Rear-Wheel Drive,23.543571429,11,19,14,637,12,6.7,Rear-Wheel Drive,3350,Premium Gasoline
Kia,Soul Eco,2013,5,Front-Wheel Drive,11.771785714,26,31,28,322,4,1.6,Front-Wheel Drive,1400,Regular Gasoline
Kia,Soul,2013,5,Front-Wheel Drive,12.207777778,25,30,27,333,4,1.6,Front-Wheel Drive,1450,Regular Gasoline
Kia,Soul,2013,5,Front-Wheel Drive,12.207777778,25,30,27,334,4,1.6,Front-Wheel Drive,1450,Regular Gasoline
Kia,Soul Eco,2013,5,Front-Wheel Drive,12.677307692,24,29,26,345,4,2,Front-Wheel Drive,1500,Regular Gasoline
Kia,Soul,2013,5,Front-Wheel Drive,13.1844,23,28,25,353,4,2,Front-Wheel Drive,1550,Regular Gasoline
Kia,Soul,2013,5,Front-Wheel Drive,12.677307692,24,29,26,346,4,2,Front-Wheel Drive,1500,Regular Gasoline
Mercedes-B,E350 4matic (wagon),2013,5,4-Wheel Drive,14.982272727,19,27,22,415,6,3.5,4-Wheel Drive,2100,Premium Gasoline
Chrysler,Town and Country,2013,5,Front-Wheel Drive,16.4805,17,25,20,454,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Dodge,Grand Caravan,2013,5,Front-Wheel Drive,16.4805,17,25,20,445,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Dodge,Grand Caravan,2013,5,Front-Wheel Drive,16.4805,17,25,20,445,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Ram,C/V,2013,5,Front-Wheel Drive,16.4805,17,25,20,445,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Volkswagen,Routan,2013,5,Front-Wheel Drive,16.4805,17,25,20,454,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Porsche,Cayenne S Hybrid,2013,5,All-Wheel Drive,15.695714286,20,24,21,414,6,3,All-Wheel Drive,2200,Premium Gasoline
Dodge,Journey FWD,2013,5,Front-Wheel Drive,16.4805,17,25,20,453,6,3.6,Front-Wheel Drive,1950,Regular Gasoline
Dodge,Journey FWD,2013,5,Front-Wheel Drive,15.695714286,19,26,21,419,4,2.4,Front-Wheel Drive,1850,Regular Gasoline
Hyundai,Santa Fe Sport 2WD,2013,5,Front-Wheel Drive,13.73375,21,29,24,375,4,2.4,Front-Wheel Drive,1600,Regular Gasoline
Hyundai,Santa Fe Sport 2WD,2013,5,Front-Wheel Drive,14.330869565,20,27,23,396,4,2,Front-Wheel Drive,1700,Regular Gasoline
Infiniti,FX37 RWD,2013,5,Rear-Wheel Drive,17.347894737,17,24,19,461,6,3.7,Rear-Wheel Drive,2450,Premium Gasoline
Jeep,Patriot 2WD,2013,5,Front-Wheel Drive,13.1844,23,28,25,360,4,2.4,Front-Wheel Drive,1550,Regular Gasoline
Jeep,Compass 2WD,2013,5,Front-Wheel Drive,13.1844,23,28,25,360,4,2.4,Front-Wheel Drive,1550,Regular Gasoline
Jeep,Patriot 2WD,2013,5,Front-Wheel Drive,14.330869565,21,27,23,379,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Jeep,Compass 2WD,2013,5,Front-Wheel Drive,14.330869565,21,27,23,379,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Jeep,Compass 2WD,2013,5,Front-Wheel Drive,13.73375,22,27,24,368,4,2,Front-Wheel Drive,1600,Regular Gasoline
Jeep,Patriot 2WD,2013,5,Front-Wheel Drive,13.73375,22,27,24,368,4,2,Front-Wheel Drive,1600,Regular Gasoline
Jeep,Compass 2WD,2013,5,Front-Wheel Drive,13.1844,23,30,25,349,4,2,Front-Wheel Drive,1550,Regular Gasoline
Jeep,Patriot 2WD,2013,5,Front-Wheel Drive,13.1844,23,30,25,349,4,2,Front-Wheel Drive,1550,Regular Gasoline
Mercedes-B,GLK350,2013,5,Rear-Wheel Drive,15.695714286,19,25,21,413,6,3.5,Rear-Wheel Drive,2200,Premium Gasoline
Mercedes-B,GLK350,2013,5,Rear-Wheel Drive,15.695714286,19,25,21,417,6,3.5,Rear-Wheel Drive,2200,Premium Gasoline
Nissan,Rogue FWD,2013,5,Front-Wheel Drive,13.1844,23,28,25,358,4,2.5,Front-Wheel Drive,1550,Regular Gasoline
Volvo,XC60 FWD,2013,5,Front-Wheel Drive,15.695714286,19,25,21,415,6,3.2,Front-Wheel Drive,1850,Regular Gasoline
Volvo,XC70 FWD,2013,5,Front-Wheel Drive,15.695714286,19,25,21,415,6,3.2,Front-Wheel Drive,1850,Regular Gasoline
Dodge,Journey AWD,2013,5,All-Wheel Drive,17.347894737,16,24,19,465,6,3.6,All-Wheel Drive,2050,Regular Gasoline
Hyundai,Santa Fe Sport 4WD,2013,5,4-Wheel Drive,14.982272727,20,26,22,406,4,2.4,4-Wheel Drive,1750,Regular Gasoline
Hyundai,Santa Fe Sport 4WD,2013,5,4-Wheel Drive,15.695714286,19,24,21,426,4,2,4-Wheel Drive,1850,Regular Gasoline
Infiniti,FX50 AWD,2013,5,All-Wheel Drive,20.600625,14,20,16,547,8,5,All-Wheel Drive,2900,Premium Gasoline
Infiniti,FX37 AWD,2013,5,All-Wheel Drive,18.311666667,16,22,18,482,6,3.7,All-Wheel Drive,2600,Premium Gasoline
Jeep,Patriot 4WD,2013,5,4-Wheel Drive,13.73375,22,27,24,366,4,2.4,4-Wheel Drive,1600,Regular Gasoline
Jeep,Compass 4WD,2013,5,4-Wheel Drive,13.73375,22,27,24,366,4,2.4,4-Wheel Drive,1600,Regular Gasoline
Jeep,Patriot 4WD,2013,5,4-Wheel Drive,15.695714286,20,23,21,418,4,2.4,4-Wheel Drive,1850,Regular Gasoline
Jeep,Compass 4WD,2013,5,4-Wheel Drive,15.695714286,20,23,21,418,4,2.4,4-Wheel Drive,1850,Regular Gasoline
Jeep,Compass 4WD,2013,5,4-Wheel Drive,14.330869565,21,26,23,391,4,2.4,4-Wheel Drive,1700,Regular Gasoline
Jeep,Patriot 4WD,2013,5,4-Wheel Drive,14.330869565,21,26,23,391,4,2.4,4-Wheel Drive,1700,Regular Gasoline
Mercedes-B,GLK350 4matic,2013,5,4-Wheel Drive,15.695714286,19,24,21,423,6,3.5,4-Wheel Drive,2200,Premium Gasoline
Mercedes-B,GLK350 4matic,2013,5,4-Wheel Drive,15.695714286,19,24,21,423,6,3.5,4-Wheel Drive,2200,Premium Gasoline
Nissan,Rogue AWD,2013,5,All-Wheel Drive,13.73375,22,26,24,376,4,2.5,All-Wheel Drive,1600,Regular Gasoline
Mercedes-B,ML350,2013,5,Rear-Wheel Drive,16.4805,18,23,20,444,6,3.5,Rear-Wheel Drive,2350,Premium Gasoline
Audi,Q7,2013,5,All-Wheel Drive,17.372045455,19,27,22,466,6,3,All-Wheel Drive,2000,Diesel
Audi,Q5,2013,5,All-Wheel Drive,14.330869565,20,28,23,389,4,2,All-Wheel Drive,2050,Premium Gasoline
Mercedes-B,ML350 4matic,2013,5,4-Wheel Drive,16.4805,18,23,20,451,6,3.5,4-Wheel Drive,2350,Premium Gasoline
Mercedes-B,ML550 4matic,2013,5,4-Wheel Drive,20.600625,14,20,16,541,8,4.7,4-Wheel Drive,2900,Premium Gasoline
Mercedes-B,ML63 AMG,2013,5,4-Wheel Drive,21.974,13,17,15,611,8,5.5,4-Wheel Drive,3100,Premium Gasoline
Mercedes-B,R350 4matic,2013,5,4-Wheel Drive,18.311666667,16,21,18,492,6,3.5,4-Wheel Drive,2600,Premium Gasoline
Mercedes-B,G550,2013,5,4-Wheel Drive,25.354615385,12,15,13,680,8,5.5,4-Wheel Drive,3600,Premium Gasoline
Mercedes-B,G63 AMG,2013,5,4-Wheel Drive,25.354615385,12,14,13,696,8,5.5,4-Wheel Drive,3600,Premium Gasoline
BMW,Z4 sDrive28i,2013,5,Rear-Wheel Drive,12.677307692,22,32,26,345,4,2,Rear-Wheel Drive,1800,Premium Gasoline
BMW,Z4 sDrive28i,2013,5,Rear-Wheel Drive,12.677307692,22,33,26,340,4,2,Rear-Wheel Drive,1800,Premium Gasoline
BMW,Z4 sDrive35i,2013,5,Rear-Wheel Drive,15.695714286,19,26,21,416,6,3,Rear-Wheel Drive,2200,Premium Gasoline
BMW,Z4 sDrive35i,2013,5,Rear-Wheel Drive,17.347894737,17,23,19,458,6,3,Rear-Wheel Drive,2450,Premium Gasoline
BMW,Z4 sDrive35is,2013,5,Rear-Wheel Drive,17.347894737,17,23,19,458,6,3,Rear-Wheel Drive,2450,Premium Gasoline
MINI,Cooper Roadster,2013,5,Front-Wheel Drive,10.987,27,34,30,300,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper Roadster,2013,5,Front-Wheel Drive,10.987,27,34,30,297,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper Coupe,2013,5,Front-Wheel Drive,10.987,27,35,30,292,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper Coupe,2013,5,Front-Wheel Drive,10.3003125,29,36,32,278,4,1.6,Front-Wheel Drive,1450,Premium Gasoline
MINI,Cooper S Roadster,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,Cooper S Roadster,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,Cooper S Coupe,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,Cooper S Coupe,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,John Cooper Works C,2013,5,Front-Wheel Drive,11.771785714,25,33,28,313,4,1.6,Front-Wheel Drive,1650,Premium Gasoline
MINI,John Cooper Works C,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,John Cooper Works R,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,John Cooper Works R,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,Cooper,2013,5,Front-Wheel Drive,10.987,27,35,30,292,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper,2013,5,Front-Wheel Drive,10.3003125,29,36,32,278,4,1.6,Front-Wheel Drive,1450,Premium Gasoline
MINI,Cooper Convertible,2013,5,Front-Wheel Drive,10.987,27,34,30,300,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper Convertible,2013,5,Front-Wheel Drive,10.987,27,34,30,297,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper S,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,Cooper S,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,Cooper S Convertibl,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,Cooper S Convertibl,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,John Cooper Works,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,John Cooper Works,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,John Cooper Works C,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
MINI,John Cooper Works C,2013,5,Front-Wheel Drive,11.365862069,26,34,29,305,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
Scion,iQ,2013,5,Front-Wheel Drive,8.9083783784,36,37,37,238,4,1.3,Front-Wheel Drive,1050,Regular Gasoline
BMW,135i,2013,5,Rear-Wheel Drive,16.4805,18,25,20,432,6,3,Rear-Wheel Drive,2350,Premium Gasoline
BMW,135i Convertible,2013,5,Rear-Wheel Drive,16.4805,18,25,20,433,6,3,Rear-Wheel Drive,2350,Premium Gasoline
BMW,135i Convertible,2013,5,Rear-Wheel Drive,14.982272727,19,27,22,404,6,3,Rear-Wheel Drive,2100,Premium Gasoline
BMW,335i Coupe,2013,5,Rear-Wheel Drive,15.695714286,18,27,21,415,6,3,Rear-Wheel Drive,2200,Premium Gasoline
BMW,335i Coupe,2013,5,Rear-Wheel Drive,14.982272727,19,27,22,404,6,3,Rear-Wheel Drive,2100,Premium Gasoline
BMW,335i Coupe xDrive,2013,5,All-Wheel Drive,15.695714286,18,26,21,420,6,3,All-Wheel Drive,2200,Premium Gasoline
BMW,335i Coupe xDrive,2013,5,All-Wheel Drive,14.330869565,20,28,23,375,6,3,All-Wheel Drive,2050,Premium Gasoline
BMW,335is Convertible,2013,5,Rear-Wheel Drive,17.347894737,17,23,19,458,6,3,Rear-Wheel Drive,2450,Premium Gasoline
BMW,335is Convertible,2013,5,Rear-Wheel Drive,15.695714286,18,26,21,427,6,3,Rear-Wheel Drive,2200,Premium Gasoline
BMW,335i Convertible,2013,5,Rear-Wheel Drive,15.695714286,18,27,21,415,6,3,Rear-Wheel Drive,2200,Premium Gasoline
BMW,335i Convertible,2013,5,Rear-Wheel Drive,14.982272727,19,27,22,404,6,3,Rear-Wheel Drive,2100,Premium Gasoline
MINI,Cooper Clubman,2013,5,Front-Wheel Drive,10.987,27,34,30,300,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper Clubman,2013,5,Front-Wheel Drive,10.987,27,34,30,297,4,1.6,Front-Wheel Drive,1550,Premium Gasoline
MINI,Cooper S Clubman,2013,5,Front-Wheel Drive,11.365862069,26,34,29,314,4,1.6,Front-Wheel Drive,1600,Premium Gasoline
