License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
414520,5/7/2015 0:00,AVN,3G5127B,69.50.357,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,EVERETT,SNOHOMISH
412828,9/14/2017 0:00,AVN,7H7257A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
414500,2/23/2016 0:00,AVN,3G6054A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORPORATED AREAS,SNOHOMISH
413659,1/12/2016 0:00,AVN,7H6012A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),WINTHROP,OKANOGAN
412466,7/8/2015 0:00,AVN,1K5189A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,COWLITZ
412107,2/5/2016 0:00,AVN,7B6036A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORP. AREAS,KITSAP
424788,7/21/2017 0:00,AVN,7L7202A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,YAKIMA
414680,6/26/2015 0:00,AVN,3G5177B,314.55.079,(MJ) Sale or service to minor,EVERETT,SNOHOMISH
412686,12/21/2015 0:00,AVN,7Q5355A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE VALLEY,SPOKANE
413626,5/2/2016 0:00,AVN,7D6123A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,MASON
413414,6/7/2017 0:00,AVN,1J7158A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,BINGEN,KLICKITAT
416502,7/1/2016 0:00,AVN,7E6183B,314.55.087,(MJ) Records: Improper recordkeeping. (producer),LONGVIEW,COWLITZ
414532,12/16/2016 0:00,AVN,2D6351A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
415812,4/24/2017 0:00,AVN,7Q7114A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
415064,6/3/2015 0:00,AVN,3A5154A,314.55.079,(MJ) Sale or service to minor,BLAINE,WHATCOM
413551,5/23/2016 0:00,AVN,1E6144A,69.50.401,(MJ) Sale or service to minor,CHEHALIS,LEWIS
416046,7/12/2017 0:00,AVN,7H7193A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,OKANOGAN
412858,9/15/2015 0:00,AVN,7N5258A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),CHENEY,SPOKANE
413893,7/25/2017 0:00,AVN,2S7206A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,RENTON,KING
412598,10/23/2015 0:00,AVN,3G5296A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),ARLINGTON,SNOHOMISH
414539,10/28/2015 0:00,AVN,3A5301B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,WHATCOM
413193,10/7/2015 0:00,AVN,7G5280A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
414656,7/20/2015 0:00,AVN,1U5201A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BREMERTON,KITSAP
413070,10/28/2016 0:00,AVN,7G6302B,314.55.050,(MJ) Failure to furnish required documents.,SEATTLE,KING
413314,9/27/2017 0:00,AVN,3A7270B,314.55.050,(MJ) Misrepresentation of fact.,UNINCORP. AREAS,WHATCOM
413092,4/28/2016 0:00,AVN,7O6119A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,ADAMS
415203,2/10/2017 0:00,AVN,2Q7041A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,KING
416968,8/26/2015 0:00,AVN,7G5238A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
423784,11/29/2016 0:00,AVN,2A6334A,314.55.079,(MJ) Sale or service to minor,SHORELINE,KING
415658,2/10/2017 0:00,AVN,2S7041A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,KING
419959,8/24/2015 0:00,AVN,7N5236A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORP. AREAS,STEVENS
412431,4/11/2016 0:00,AVN,7B6102A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,KITSAP
415812,3/30/2016 0:00,AVN,7Q6090A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
413462,8/18/2015 0:00,AVN,3G5236B,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,LACEY,THURSTON
413126,5/5/2016 0:00,AVN,7N6126A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
421667,9/14/2017 0:00,AVN,3H7257A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
416107,3/30/2016 0:00,AVN,7G6090A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LAKE STEVENS,SNOHOMISH
414240,11/3/2015 0:00,AVN,3K5307A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,KIRKLAND,KING
416539,2/3/2016 0:00,AVN,7N6034A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
350641,1/21/2017 0:00,AVN,2H7021A,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
414114,4/11/2017 0:00,AVN,7N7101B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
417010,5/9/2016 0:00,AVN,7J6130A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),AUBURN,KING
353928,9/14/2017 0:00,Written Warning,4F7257A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,YAKIMA,YAKIMA
412199,3/27/2017 0:00,AVN,7N7086A,314.55.050,(MJ) Misrepresentation of fact.,UNINCORPORATED AREAS,SPOKANE
412784,11/23/2015 0:00,AVN,7L5327A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),MOXEE,YAKIMA
423204,4/25/2017 0:00,AVN,7M7115A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
412919,7/26/2016 0:00,AVN,7E6208A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),VANCOUVER,CLARK
413414,6/5/2017 0:00,AVN,1J7156A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,BINGEN,KLICKITAT
412923,12/28/2016 0:00,AVN,1R6363A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,PIERCE
416107,8/26/2016 0:00,AVN,7J6239A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LAKE STEVENS,SNOHOMISH
414867,10/18/2015 0:00,AVN,3M5291E,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,ISSAQUAH,KING
412745,5/4/2016 0:00,AVN,7N6125B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
423204,4/25/2017 0:00,AVN,7M7115A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SPOKANE
413762,10/23/2015 0:00,AVN,3C5296A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEDRO WOOLLEY,SKAGIT
412860,5/23/2017 0:00,AVN,7H7143A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
413911,1/18/2017 0:00,AVN,7R7018A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,MASON
353260,2/7/2017 0:00,AVN,1W7038A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,JEFFERSON
414983,3/15/2017 0:00,AVN,3L7074A,314.55.079,(MJ) Sale or service to minor,BELLEVUE,KING
414520,9/29/2015 0:00,AVN,7G5274A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,EVERETT,SNOHOMISH
354876,2/8/2017 0:00,AVN,4E7039B,69.50.401,(MJ) Sale or service to minor,YAKIMA,YAKIMA
404933,10/13/2017 0:00,AVN,1W7286B,314.55.079,(MJ) Sale or service to minor,PORT TOWNSEND,JEFFERSON
413737,5/15/2015 0:00,AVN,3G5135F,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
400209,6/10/2015 0:00,AVN,3D5161A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,SAN JUAN
420389,10/6/2017 0:00,Written Warning,2N7279A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BURIEN,KING
417643,12/14/2016 0:00,AVN,3D6349A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,OAK HARBOR,ISLAND
421709,10/13/2017 0:00,AVN,1W7286A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,JEFFERSON
414864,7/25/2017 0:00,AVN,4L7206A,314.55.079,(MJ) Sale or service to minor,MOSES LAKE,GRANT
416893,8/29/2017 0:00,AVN,7H7241A,314.55.083(5),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
415762,10/31/2014 0:00,AVN,7H4304A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,CHELAN
421876,5/16/2017 0:00,AVN,2A7136A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SHORELINE,KING
414905,1/11/2017 0:00,AVN,7P7011B,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,UNINCORP. AREAS,KITTITAS
412365,5/25/2017 0:00,AVN,7Q7145A,314.55.050,(MJ) Refusal to allow an inspection and/or obstructing a law enforcement officer from performing their official duties.,UNINCORP. AREAS,WHITMAN
413163,8/2/2017 0:00,AVN,7I7214A,314.55.105,(MJ) Packaging and/or labeling violations (producer).,UNINCORPORATED AREAS,SKAGIT
416282,5/16/2016 0:00,AVN,7I6137A,314.55.035,(MJ) True party of interest violation.,UNINCORPORATED AREAS,SKAGIT
412156,9/12/2017 0:00,AVN,7J7255A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",SEATTLE,KING
416102,3/15/2017 0:00,AVN,3E7074B,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORPORATED AREAS,SNOHOMISH
416089,6/28/2016 0:00,AVN,7Q6180A,314.55.075(1),(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SPOKANE
414225,11/16/2015 0:00,AVN,4C5320A,314.55.035,(MJ) True party of interest violation.,PROSSER,BENTON
424162,10/19/2017 0:00,AVN,7L7292A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,YAKIMA
423261,5/17/2017 0:00,AVN,7G7137A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SPOKANE
412149,12/17/2015 0:00,AVN,7C5351A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),RAYMOND,PACIFIC
413170,7/26/2016 0:00,AVN,7O6208A,314.55.017,(MJ) Unauthorized sale to a retail licensee. (producer),UNINCORPORATED AREAS,ADAMS
413214,5/25/2016 0:00,AVN,7C6146A,314.55.050,(MJ) Failure to furnish required documents.,TUMWATER,THURSTON
416183,1/4/2017 0:00,AVN,7G7004A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
412679,5/12/2015 0:00,AVN,7N5132A,314.55.035,(MJ) True party of interest violation.,SPOKANE VALLEY,SPOKANE
413737,3/26/2015 0:00,AVN,3G5085A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,SNOHOMISH
412598,12/10/2015 0:00,AVN,7G5344A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
420741,2/28/2017 0:00,AVN,2P7059A,69.50.401,(MJ) Sale or service to minor,BURIEN,KING
413558,5/9/2015 0:00,AVN,2E5129A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
421630,1/9/2017 0:00,AVN,3H7009A,69.50.535,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,SNOHOMISH
415238,7/12/2017 0:00,AVN,3H7193B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
413372,6/8/2017 0:00,AVN,2E7159A,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
416540,8/23/2016 0:00,AVN,1C6236A,69.50.401,(MJ) Sale or service to minor,OLYMPIA,THURSTON
412113,9/12/2017 0:00,Written Warning,7D7255A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,KITSAP
353928,9/14/2017 0:00,AVN,4F7257A,69.50.401,(MJ) Sale or service to minor,YAKIMA,YAKIMA
414829,3/16/2017 0:00,AVN,3E7075A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
412431,4/11/2016 0:00,AVN,7B6102A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,KITSAP
416458,9/1/2015 0:00,AVN,7D5244A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
413258,3/2/2016 0:00,AVN,1R6062A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,PIERCE
412070,5/1/2015 0:00,AVN,7O5121A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,SEATTLE,KING
414060,9/9/2015 0:00,AVN,3C5252A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MOUNT VERNON,SKAGIT
421667,8/28/2017 0:00,AVN,3H7240A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
412977,6/26/2017 0:00,AVN,7J7177A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,SAN JUAN
412808,9/28/2015 0:00,AVN,7J5271A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412665,12/29/2015 0:00,AVN,7L5363A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
423379,8/5/2017 0:00,AVN,2M7217B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
422109,7/28/2016 0:00,AVN,3H6210A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
413014,5/16/2016 0:00,AVN,7Q6137A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
412373,7/28/2015 0:00,AVN,7B5209A,314.55.077,(MJ) Packaging and/or labeling violations (processor/retailer).,LONGVIEW,COWLITZ
416953,10/25/2016 0:00,AVN,7N6299A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
415183,6/11/2015 0:00,AVN,1R5162B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SHELTON,MASON
415130,6/11/2015 0:00,AVN,1R5162A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,OLYMPIA,THURSTON
412724,5/8/2015 0:00,AVN,7G5128A,314.55.083(6),(MJ) Exceeding maximum serving requirements for marijuana-infused products.,SEATTLE,KING
413163,8/2/2017 0:00,AVN,7I7214A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SKAGIT
416431,6/5/2015 0:00,AVN,7D5156A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),TACOMA,PIERCE
414495,8/31/2015 0:00,AVN,3F5243B,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SNOHOMISH
412148,4/23/2015 0:00,AVN,7G5113A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412828,9/14/2017 0:00,AVN,7H7257A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
412622,3/3/2016 0:00,AVN,7G6063A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,SNOHOMISH
86823,1/10/2017 0:00,AVN,1W7010A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,PORT ANGELES,CLALLAM
415449,3/3/2017 0:00,AVN,7C7062A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,LACEY,THURSTON
415348,7/12/2017 0:00,AVN,2D7193A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
416894,2/2/2016 0:00,AVN,7M6033A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
412069,5/30/2017 0:00,AVN,7J7150A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SEATTLE,KING
416626,2/22/2017 0:00,AVN,7E7053A,314.55.050,(MJ) Failure to furnish required documents.,WOODLAND,COWLITZ
423396,7/17/2017 0:00,AVN,7G7198A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,ARLINGTON,SNOHOMISH
413626,5/2/2016 0:00,AVN,7D6123A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,MASON
412977,5/19/2016 0:00,AVN,7R6140A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,SAN JUAN
413722,10/26/2015 0:00,AVN,7I5299A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),BLAINE,WHATCOM
412107,12/24/2015 0:00,AVN,7B5358A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORP. AREAS,KITSAP
420336,11/29/2016 0:00,AVN,3J6335A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",KIRKLAND,KING
414149,6/1/2016 0:00,AVN,7R6153A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,CLALLAM
416046,7/12/2017 0:00,AVN,7H7193A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
415575,6/5/2015 0:00,AVN,3E5156D,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,LAKE STEVENS,SNOHOMISH
415445,6/29/2016 0:00,AVN,3A6181B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,WHATCOM
417165,4/22/2016 0:00,AVN,7J6113B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,KING
414500,4/14/2015 0:00,AVN,3H5104A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORPORATED AREAS,SNOHOMISH
412697,11/23/2016 0:00,AVN,7O6328A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
412262,4/30/2015 0:00,AVN,7H5120A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
412991,12/20/2016 0:00,AVN,7B6355A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,AUBURN,KING
423670,11/17/2016 0:00,AVN,7O6322B,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,BENTON
416006,9/21/2017 0:00,Written Warning,7H7264A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
413426,10/23/2015 0:00,AVN,4C5296A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,BENTON
415333,9/2/2015 0:00,AVN,2P5245A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,KING
412109,12/21/2015 0:00,AVN,7Q5355B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE VALLEY,SPOKANE
415449,7/17/2017 0:00,AVN,7C7198A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",LACEY,THURSTON
413258,11/23/2015 0:00,AVN,7B5327A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,PIERCE
415900,10/14/2016 0:00,AVN,7M6288A,69.50.366,(MJ) Unauthorized product/unapproved storage or delivery. (producer),UNINCORP. AREAS,STEVENS
412921,8/7/2015 0:00,AVN,1W5219A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,CLALLAM
412061,9/30/2015 0:00,AVN,7O5273A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),PASCO,FRANKLIN
412612,9/23/2015 0:00,AVN,7C5266A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
416661,6/5/2015 0:00,AVN,7M5156A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
414042,12/1/2014 0:00,AVN,7G4335A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SNOHOMISH
412208,1/22/2016 0:00,AVN,7I6022A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),FERNDALE,WHATCOM
415203,1/12/2017 0:00,AVN,2S7012A,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,UNINCORPORATED AREAS,KING
416968,9/13/2017 0:00,Written Warning,7G7256A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),ARLINGTON,SNOHOMISH
416730,8/17/2017 0:00,AVN,7L7229A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),MOXEE,YAKIMA
413626,7/19/2016 0:00,AVN,7R6201B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,MASON
414225,2/27/2017 0:00,AVN,4D7053A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,PROSSER,BENTON
413204,11/13/2015 0:00,AVN,7N5317A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE VALLEY,SPOKANE
420123,7/12/2016 0:00,AVN,1W6194B,314.55.079,(MJ) Sale or service to minor,FORKS,CLALLAM
422227,11/22/2016 0:00,AVN,7N6327A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
412616,8/16/2016 0:00,AVN,7M6229A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
413729,4/29/2016 0:00,AVN,3A6120A,314.55.079,(MJ) Sale or service to minor,FERNDALE,WHATCOM
417125,5/17/2016 0:00,AVN,7L6138A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,MOSES LAKE,GRANT
412681,4/25/2017 0:00,AVN,7B7115A,314.55.105,(MJ) Packaging and/or labeling violations (producer).,TACOMA,PIERCE
412902,1/17/2017 0:00,AVN,7M7017A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",SPOKANE (CITY),SPOKANE
421759,10/25/2017 0:00,AVN,1G7298B,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,THURSTON
415986,11/17/2015 0:00,AVN,7G5321A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
421084,4/18/2016 0:00,AVN,3E6109A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,ARLINGTON,SNOHOMISH
414731,10/20/2015 0:00,AVN,2A5293A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
413492,10/6/2017 0:00,Written Warning,1W7279B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,JEFFERSON
412679,5/12/2015 0:00,AVN,7N5132A,314.55.085,(MJ) Violation of transportation requirements.,SPOKANE VALLEY,SPOKANE
413116,4/6/2017 0:00,AVN,7N7096A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
416006,9/21/2017 0:00,AVN,7H7264A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
413718,7/21/2016 0:00,AVN,7B6203A,314.55.050,(MJ) Failure to furnish required documents.,TACOMA,PIERCE
420497,10/23/2017 0:00,Written Warning,4L7296A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SPOKANE
412860,11/9/2015 0:00,AVN,7H5313A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,OKANOGAN
414532,10/24/2015 0:00,AVN,2B5297A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
413652,1/12/2016 0:00,AVN,7C6012A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,THURSTON
415709,8/30/2017 0:00,AVN,7D7242A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),TACOMA,PIERCE
414136,5/11/2017 0:00,AVN,7G7131A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SNOHOMISH
413791,1/5/2017 0:00,AVN,2S7005A,69.50.401,(MJ) Sale or service to minor,RENTON,KING
416183,8/18/2017 0:00,AVN,7G7230A,314.55.087(1)(f),"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,SNOHOMISH
411970,9/28/2017 0:00,Written Warning,4N7271B,69.50.369,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",COLVILLE,STEVENS
414136,5/11/2017 0:00,AVN,7G7131A,314.55.087,(MJ) Records: Improper recordkeeping.,UNINCORPORATED AREAS,SNOHOMISH
415691,8/4/2016 0:00,AVN,7N6217A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
414664,8/28/2015 0:00,AVN,4Q5240A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SPOKANE
421632,8/29/2017 0:00,AVN,1G7241A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,LACEY,THURSTON
416627,12/2/2015 0:00,AVN,7N5336A,314.55.082,(MJ) Failure to maintain required insurance.,UNINCORPORATED AREAS,SPOKANE
